label|malle_b|malle_turkelli_b|malle_wang_b|malle_b_status|malle_b_prp|malle_turkelli_b_prp|malle_wang_b_prp|malle_b_status_prp
text|smallint|smallint|smallint|smallint|smallint|smallint|smallint|smallint

25T1|\N|\N|\N|\N|\N|\N|\N|\N
25T2|\N|\N|\N|\N|\N|\N|\N|\N
25T3|\N|\N|\N|\N|\N|\N|\N|\N
25T4|\N|\N|\N|\N|\N|\N|\N|\N
25T5|\N|\N|\N|\N|\N|\N|\N|\N
25T6|\N|\N|\N|\N|\N|\N|\N|\N
25T7|\N|\N|\N|\N|\N|\N|\N|\N
25T8|\N|\N|\N|\N|\N|\N|\N|\N
25T9|\N|\N|\N|\N|\N|\N|\N|\N
25T10|\N|\N|\N|\N|\N|\N|\N|\N
25T11|\N|\N|\N|\N|\N|\N|\N|\N
25T12|\N|\N|\N|\N|\N|\N|\N|\N
25T13|\N|\N|\N|\N|\N|\N|\N|\N
25T14|\N|\N|\N|\N|\N|\N|\N|\N
25T15|\N|\N|\N|\N|\N|\N|\N|\N
25T16|\N|\N|\N|\N|\N|\N|\N|\N
25T17|\N|\N|\N|\N|\N|\N|\N|\N
25T18|\N|\N|\N|\N|\N|\N|\N|\N
25T19|\N|\N|\N|\N|\N|\N|\N|\N
25T20|\N|\N|\N|\N|\N|\N|\N|\N
25T21|\N|\N|\N|\N|\N|\N|\N|\N
25T22|\N|\N|\N|\N|\N|\N|\N|\N
25T23|\N|\N|\N|\N|\N|\N|\N|\N
25T24|\N|\N|\N|\N|\N|\N|\N|\N
25T25|\N|\N|\N|\N|\N|\N|\N|\N
25T26|\N|\N|\N|\N|\N|\N|\N|\N
25T27|\N|\N|\N|\N|\N|\N|\N|\N
25T28|\N|\N|\N|\N|\N|\N|\N|\N
25T29|\N|\N|\N|\N|\N|\N|\N|\N
25T30|\N|\N|\N|\N|\N|\N|\N|\N
25T31|\N|\N|\N|\N|\N|\N|\N|\N
25T32|\N|\N|\N|\N|\N|\N|\N|\N
25T33|\N|\N|\N|\N|\N|\N|\N|\N
25T34|\N|\N|\N|\N|\N|\N|\N|\N
25T35|\N|\N|\N|\N|\N|\N|\N|\N
25T36|\N|\N|\N|\N|\N|\N|\N|\N
25T37|\N|\N|\N|\N|\N|\N|\N|\N
25T38|\N|\N|\N|\N|\N|\N|\N|\N
25T39|\N|\N|\N|\N|\N|\N|\N|\N
25T40|\N|\N|\N|\N|\N|\N|\N|\N
25T41|\N|\N|\N|\N|\N|\N|\N|\N
25T42|\N|\N|\N|\N|\N|\N|\N|\N
25T43|\N|\N|\N|\N|\N|\N|\N|\N
25T44|\N|\N|\N|\N|\N|\N|\N|\N
25T45|\N|\N|\N|\N|\N|\N|\N|\N
25T46|\N|\N|\N|\N|\N|\N|\N|\N
25T47|\N|\N|\N|\N|\N|\N|\N|\N
25T48|\N|\N|\N|\N|\N|\N|\N|\N
25T49|\N|\N|\N|\N|\N|\N|\N|\N
25T50|\N|\N|\N|\N|\N|\N|\N|\N
25T51|\N|\N|\N|\N|\N|\N|\N|\N
25T52|\N|\N|\N|\N|\N|\N|\N|\N
25T53|\N|\N|\N|\N|\N|\N|\N|\N
25T54|\N|\N|\N|\N|\N|\N|\N|\N
25T55|\N|\N|\N|\N|\N|\N|\N|\N
25T56|\N|\N|\N|\N|\N|\N|\N|\N
25T57|\N|\N|\N|\N|\N|\N|\N|\N
25T58|\N|\N|\N|\N|\N|\N|\N|\N
25T59|\N|\N|\N|\N|\N|\N|\N|\N
25T60|\N|\N|\N|\N|\N|\N|\N|\N
25T61|\N|\N|\N|\N|\N|\N|\N|\N
25T62|\N|\N|\N|\N|\N|\N|\N|\N
25T63|\N|\N|\N|\N|\N|\N|\N|\N
25T64|\N|\N|\N|\N|\N|\N|\N|\N
25T65|\N|\N|\N|\N|\N|\N|\N|\N
25T66|\N|\N|\N|\N|\N|\N|\N|\N
25T67|\N|\N|\N|\N|\N|\N|\N|\N
25T68|\N|\N|\N|\N|\N|\N|\N|\N
25T69|\N|\N|\N|\N|\N|\N|\N|\N
25T70|\N|\N|\N|\N|\N|\N|\N|\N
25T71|\N|\N|\N|\N|\N|\N|\N|\N
25T72|\N|\N|\N|\N|\N|\N|\N|\N
25T73|\N|\N|\N|\N|\N|\N|\N|\N
25T74|\N|\N|\N|\N|\N|\N|\N|\N
25T75|\N|\N|\N|\N|\N|\N|\N|\N
25T76|\N|\N|\N|\N|\N|\N|\N|\N
25T77|\N|\N|\N|\N|\N|\N|\N|\N
25T78|\N|\N|\N|\N|\N|\N|\N|\N
25T79|\N|\N|\N|\N|\N|\N|\N|\N
25T80|\N|\N|\N|\N|\N|\N|\N|\N
25T81|\N|\N|\N|\N|\N|\N|\N|\N
25T82|\N|\N|\N|\N|\N|\N|\N|\N
25T83|\N|\N|\N|\N|\N|\N|\N|\N
25T84|\N|\N|\N|\N|\N|\N|\N|\N
25T85|\N|\N|\N|\N|\N|\N|\N|\N
25T86|\N|\N|\N|\N|\N|\N|\N|\N
25T87|\N|\N|\N|\N|\N|\N|\N|\N
25T88|\N|\N|\N|\N|\N|\N|\N|\N
25T89|\N|\N|\N|\N|\N|\N|\N|\N
25T90|\N|\N|\N|\N|\N|\N|\N|\N
25T91|\N|\N|\N|\N|\N|\N|\N|\N
25T92|\N|\N|\N|\N|\N|\N|\N|\N
25T93|\N|\N|\N|\N|\N|\N|\N|\N
25T94|\N|\N|\N|\N|\N|\N|\N|\N
25T95|\N|\N|\N|\N|\N|\N|\N|\N
25T96|\N|\N|\N|\N|\N|\N|\N|\N
25T97|\N|\N|\N|\N|\N|\N|\N|\N
25T98|\N|\N|\N|\N|\N|\N|\N|\N
25T99|\N|\N|\N|\N|\N|\N|\N|\N
25T100|\N|\N|\N|\N|\N|\N|\N|\N
25T101|\N|\N|\N|\N|\N|\N|\N|\N
25T102|\N|\N|\N|\N|\N|\N|\N|\N
25T103|\N|\N|\N|\N|\N|\N|\N|\N
25T104|\N|\N|\N|\N|\N|\N|\N|\N
25T105|\N|\N|\N|\N|\N|\N|\N|\N
25T106|\N|\N|\N|\N|\N|\N|\N|\N
25T107|\N|\N|\N|\N|\N|\N|\N|\N
25T108|\N|\N|\N|\N|\N|\N|\N|\N
25T109|\N|\N|\N|\N|\N|\N|\N|\N
25T110|\N|\N|\N|\N|\N|\N|\N|\N
25T111|\N|\N|\N|\N|\N|\N|\N|\N
25T112|\N|\N|\N|\N|\N|\N|\N|\N
25T113|\N|\N|\N|\N|\N|\N|\N|\N
25T114|\N|\N|\N|\N|\N|\N|\N|\N
25T115|\N|\N|\N|\N|\N|\N|\N|\N
25T116|\N|\N|\N|\N|\N|\N|\N|\N
25T117|\N|\N|\N|\N|\N|\N|\N|\N
25T118|\N|\N|\N|\N|\N|\N|\N|\N
25T119|\N|\N|\N|\N|\N|\N|\N|\N
25T120|\N|\N|\N|\N|\N|\N|\N|\N
25T121|\N|\N|\N|\N|\N|\N|\N|\N
25T122|\N|\N|\N|\N|\N|\N|\N|\N
25T123|\N|\N|\N|\N|\N|\N|\N|\N
25T124|\N|\N|\N|\N|\N|\N|\N|\N
25T125|\N|\N|\N|\N|\N|\N|\N|\N
25T126|\N|\N|\N|\N|\N|\N|\N|\N
25T127|\N|\N|\N|\N|\N|\N|\N|\N
25T128|\N|\N|\N|\N|\N|\N|\N|\N
25T129|\N|\N|\N|\N|\N|\N|\N|\N
25T130|\N|\N|\N|\N|\N|\N|\N|\N
25T131|\N|\N|\N|\N|\N|\N|\N|\N
25T132|\N|\N|\N|\N|\N|\N|\N|\N
25T133|\N|\N|\N|\N|\N|\N|\N|\N
25T134|\N|\N|\N|\N|\N|\N|\N|\N
25T135|\N|\N|\N|\N|\N|\N|\N|\N
25T136|\N|\N|\N|\N|\N|\N|\N|\N
25T137|\N|\N|\N|\N|\N|\N|\N|\N
25T138|\N|\N|\N|\N|\N|\N|\N|\N
25T139|\N|\N|\N|\N|\N|\N|\N|\N
25T140|\N|\N|\N|\N|\N|\N|\N|\N
25T141|\N|\N|\N|\N|\N|\N|\N|\N
25T142|\N|\N|\N|\N|\N|\N|\N|\N
25T143|\N|\N|\N|\N|\N|\N|\N|\N
25T144|\N|\N|\N|\N|\N|\N|\N|\N
25T145|\N|\N|\N|\N|\N|\N|\N|\N
25T146|\N|\N|\N|\N|\N|\N|\N|\N
25T147|\N|\N|\N|\N|\N|\N|\N|\N
25T148|\N|\N|\N|\N|\N|\N|\N|\N
25T149|\N|\N|\N|\N|\N|\N|\N|\N
25T150|\N|\N|\N|\N|\N|\N|\N|\N
25T151|\N|\N|\N|\N|\N|\N|\N|\N
25T152|\N|\N|\N|\N|\N|\N|\N|\N
25T153|\N|\N|\N|\N|\N|\N|\N|\N
25T154|\N|\N|\N|\N|\N|\N|\N|\N
25T155|\N|\N|\N|\N|\N|\N|\N|\N
25T156|\N|\N|\N|\N|\N|\N|\N|\N
25T157|\N|\N|\N|\N|\N|\N|\N|\N
25T158|\N|\N|\N|\N|\N|\N|\N|\N
25T159|\N|\N|\N|\N|\N|\N|\N|\N
25T160|\N|\N|\N|\N|\N|\N|\N|\N
25T161|\N|\N|\N|\N|\N|\N|\N|\N
25T162|\N|\N|\N|\N|\N|\N|\N|\N
25T163|\N|\N|\N|\N|\N|\N|\N|\N
25T164|\N|\N|\N|\N|\N|\N|\N|\N
25T165|\N|\N|\N|\N|\N|\N|\N|\N
25T166|\N|\N|\N|\N|\N|\N|\N|\N
25T167|\N|\N|\N|\N|\N|\N|\N|\N
25T168|\N|\N|\N|\N|\N|\N|\N|\N
25T169|\N|\N|\N|\N|\N|\N|\N|\N
25T170|\N|\N|\N|\N|\N|\N|\N|\N
25T171|\N|\N|\N|\N|\N|\N|\N|\N
25T172|\N|\N|\N|\N|\N|\N|\N|\N
25T173|\N|\N|\N|\N|\N|\N|\N|\N
25T174|\N|\N|\N|\N|\N|\N|\N|\N
25T175|\N|\N|\N|\N|\N|\N|\N|\N
25T176|\N|\N|\N|\N|\N|\N|\N|\N
25T177|\N|\N|\N|\N|\N|\N|\N|\N
25T178|\N|\N|\N|\N|\N|\N|\N|\N
25T179|\N|\N|\N|\N|\N|\N|\N|\N
25T180|\N|\N|\N|\N|\N|\N|\N|\N
25T181|\N|\N|\N|\N|\N|\N|\N|\N
25T182|\N|\N|\N|\N|\N|\N|\N|\N
25T183|\N|\N|\N|\N|\N|\N|\N|\N
25T184|\N|\N|\N|\N|\N|\N|\N|\N
25T185|\N|\N|\N|\N|\N|\N|\N|\N
25T186|\N|\N|\N|\N|\N|\N|\N|\N
25T187|\N|\N|\N|\N|\N|\N|\N|\N
25T188|\N|\N|\N|\N|\N|\N|\N|\N
25T189|\N|\N|\N|\N|\N|\N|\N|\N
25T190|\N|\N|\N|\N|\N|\N|\N|\N
25T191|\N|\N|\N|\N|\N|\N|\N|\N
25T192|\N|\N|\N|\N|\N|\N|\N|\N
25T193|\N|\N|\N|\N|\N|\N|\N|\N
25T194|\N|\N|\N|\N|\N|\N|\N|\N
25T195|\N|\N|\N|\N|\N|\N|\N|\N
25T196|\N|\N|\N|\N|\N|\N|\N|\N
25T197|\N|\N|\N|\N|\N|\N|\N|\N
25T198|\N|\N|\N|\N|\N|\N|\N|\N
25T199|\N|\N|\N|\N|\N|\N|\N|\N
25T200|\N|\N|\N|\N|\N|\N|\N|\N
25T201|\N|\N|\N|\N|\N|\N|\N|\N
25T202|\N|\N|\N|\N|\N|\N|\N|\N
25T203|\N|\N|\N|\N|\N|\N|\N|\N
25T204|\N|\N|\N|\N|\N|\N|\N|\N
25T205|\N|\N|\N|\N|\N|\N|\N|\N
25T206|\N|\N|\N|\N|\N|\N|\N|\N
25T207|\N|\N|\N|\N|\N|\N|\N|\N
25T208|\N|\N|\N|\N|\N|\N|\N|\N
25T209|\N|\N|\N|\N|\N|\N|\N|\N
25T210|\N|\N|\N|\N|\N|\N|\N|\N
25T211|\N|\N|\N|\N|\N|\N|\N|\N
