label|malle_b|malle_turkelli_b|malle_wang_b|malle_b_status|malle_b_prp|malle_turkelli_b_prp|malle_wang_b_prp|malle_b_status_prp
text|smallint|smallint|smallint|smallint|smallint|smallint|smallint|smallint

9T1|\N|\N|\N|\N|2|2|2|0
9T2|\N|\N|\N|\N|4|4|4|0
9T3|\N|\N|\N|\N|3|4|4|1
9T4|\N|\N|\N|\N|5|5|5|0
9T5|\N|\N|\N|\N|5|8|8|1
9T6|\N|\N|\N|\N|5|5|5|0
9T7|\N|\N|\N|\N|5|5|5|0
9T8|\N|\N|\N|\N|8|8|8|0
9T9|\N|\N|\N|\N|4|4|4|0
9T10|\N|\N|\N|\N|6|8|8|1
9T11|\N|\N|\N|\N|6|7|7|1
9T12|\N|\N|\N|\N|7|9|9|1
9T13|\N|\N|\N|\N|6|7|7|1
9T14|\N|\N|\N|\N|5|5|5|0
9T15|\N|\N|\N|\N|4|4|4|0
9T16|\N|\N|\N|\N|8|8|8|0
9T17|\N|\N|\N|\N|8|8|8|0
9T18|\N|\N|\N|\N|10|10|10|0
9T19|\N|\N|\N|\N|7|7|7|0
9T20|\N|\N|\N|\N|12|12|12|0
9T21|\N|\N|\N|\N|10|15|15|1
9T22|\N|\N|\N|\N|9|13|13|1
9T23|\N|\N|\N|\N|6|6|6|0
9T24|\N|\N|\N|\N|16|21|21|1
9T25|\N|\N|\N|\N|8|8|8|0
9T26|\N|\N|\N|\N|9|9|9|0
9T27|\N|\N|\N|\N|4|4|4|0
9T28|\N|\N|\N|\N|13|13|13|0
9T29|\N|\N|\N|\N|12|12|12|0
9T30|\N|\N|\N|\N|12|12|12|0
9T31|\N|\N|\N|\N|21|21|21|0
9T32|\N|\N|\N|\N|7|7|7|0
9T33|\N|\N|\N|\N|16|16|16|0
9T34|\N|\N|\N|\N|29|29|29|0
