label|malle_b|malle_turkelli_b|malle_wang_b|malle_b_status|malle_b_prp|malle_turkelli_b_prp|malle_wang_b_prp|malle_b_status_prp
text|smallint|smallint|smallint|smallint|smallint|smallint|smallint|smallint

42T1|1|1|1|0|\N|\N|\N|\N
42T2|1|1|1|0|\N|\N|\N|\N
42T3|1|1|1|0|\N|\N|\N|\N
42T4|1|1|1|0|\N|\N|\N|\N
42T5|1|1|1|0|\N|\N|\N|\N
42T6|1|1|1|0|\N|\N|\N|\N
42T7|1|1|1|0|\N|\N|\N|\N
42T8|1|1|1|0|\N|\N|\N|\N
42T9|1|1|1|0|\N|\N|\N|\N
42T10|1|1|1|0|\N|\N|\N|\N
42T11|1|1|1|0|\N|\N|\N|\N
42T12|1|1|1|0|\N|\N|\N|\N
42T13|1|1|1|0|\N|\N|\N|\N
42T14|1|1|1|0|\N|\N|\N|\N
42T15|1|1|1|0|\N|\N|\N|\N
42T16|1|1|1|0|\N|\N|\N|\N
42T17|1|1|1|0|\N|\N|\N|\N
42T18|1|1|1|0|\N|\N|\N|\N
42T19|1|1|1|0|\N|\N|\N|\N
42T20|1|2|2|1|\N|\N|\N|\N
42T21|1|2|2|1|\N|\N|\N|\N
42T22|1|1|1|0|\N|\N|\N|\N
42T23|1|1|1|0|\N|\N|\N|\N
42T24|1|1|1|0|\N|\N|\N|\N
42T25|1|1|1|0|\N|\N|\N|\N
42T26|1|1|1|0|\N|\N|\N|\N
42T27|1|1|1|0|\N|\N|\N|\N
42T28|1|1|1|0|\N|\N|\N|\N
42T29|1|1|1|0|\N|\N|\N|\N
42T30|1|1|1|0|\N|\N|\N|\N
42T31|1|1|1|0|\N|\N|\N|\N
42T32|1|1|1|0|\N|\N|\N|\N
42T33|1|1|1|0|\N|\N|\N|\N
42T34|1|1|1|0|\N|\N|\N|\N
42T35|2|2|2|0|\N|\N|\N|\N
42T36|1|1|1|0|\N|\N|\N|\N
42T37|1|1|1|0|\N|\N|\N|\N
42T38|1|1|1|0|\N|\N|\N|\N
42T39|1|1|1|0|\N|\N|\N|\N
42T40|1|1|1|0|\N|\N|\N|\N
42T41|1|1|1|0|\N|\N|\N|\N
42T42|1|1|1|0|\N|\N|\N|\N
42T43|1|1|1|0|\N|\N|\N|\N
42T44|1|1|1|0|\N|\N|\N|\N
42T45|1|1|1|0|\N|\N|\N|\N
42T46|2|2|2|0|\N|\N|\N|\N
42T47|2|2|2|0|\N|\N|\N|\N
42T48|2|2|2|0|\N|\N|\N|\N
42T49|2|2|2|0|\N|\N|\N|\N
42T50|1|2|2|1|\N|\N|\N|\N
42T51|1|2|2|1|\N|\N|\N|\N
42T52|1|1|1|0|\N|\N|\N|\N
42T53|1|1|1|0|\N|\N|\N|\N
42T54|1|1|1|0|\N|\N|\N|\N
42T55|1|1|1|0|\N|\N|\N|\N
42T56|1|1|1|0|\N|\N|\N|\N
42T57|1|1|1|0|\N|\N|\N|\N
42T58|1|1|1|0|\N|\N|\N|\N
42T59|1|2|2|1|\N|\N|\N|\N
42T60|1|2|2|1|\N|\N|\N|\N
42T61|1|6|6|1|\N|\N|\N|\N
42T62|1|2|2|1|\N|\N|\N|\N
42T63|1|1|1|0|\N|\N|\N|\N
42T64|1|1|1|0|\N|\N|\N|\N
42T65|1|1|1|0|\N|\N|\N|\N
42T66|1|1|1|0|\N|\N|\N|\N
42T67|1|1|1|0|\N|\N|\N|\N
42T68|1|1|1|0|\N|\N|\N|\N
42T69|1|1|1|0|\N|\N|\N|\N
42T70|1|1|1|0|\N|\N|\N|\N
42T71|1|1|1|0|\N|\N|\N|\N
42T72|1|1|1|0|\N|\N|\N|\N
42T73|1|1|1|0|\N|\N|\N|\N
42T74|2|2|2|0|\N|\N|\N|\N
42T75|1|1|1|0|\N|\N|\N|\N
42T76|1|1|1|0|\N|\N|\N|\N
42T77|2|2|2|0|\N|\N|\N|\N
42T78|1|1|1|0|\N|\N|\N|\N
42T79|1|1|1|0|\N|\N|\N|\N
42T80|1|1|1|0|\N|\N|\N|\N
42T81|1|1|1|0|\N|\N|\N|\N
42T82|1|1|1|0|\N|\N|\N|\N
42T83|1|1|1|0|\N|\N|\N|\N
42T84|1|2|2|1|\N|\N|\N|\N
42T85|1|2|2|1|\N|\N|\N|\N
42T86|1|1|1|0|\N|\N|\N|\N
42T87|1|1|1|0|\N|\N|\N|\N
42T88|1|1|1|0|\N|\N|\N|\N
42T89|1|1|1|0|\N|\N|\N|\N
42T90|1|1|1|0|\N|\N|\N|\N
42T91|1|1|1|0|\N|\N|\N|\N
42T92|1|1|1|0|\N|\N|\N|\N
42T93|2|2|2|0|\N|\N|\N|\N
42T94|1|1|1|0|\N|\N|\N|\N
42T95|1|1|1|0|\N|\N|\N|\N
42T96|1|1|1|0|\N|\N|\N|\N
42T97|1|1|1|0|\N|\N|\N|\N
42T98|1|1|1|0|\N|\N|\N|\N
42T99|2|2|2|0|\N|\N|\N|\N
42T100|2|2|2|0|\N|\N|\N|\N
42T101|2|2|2|0|\N|\N|\N|\N
42T102|2|2|2|0|\N|\N|\N|\N
42T103|1|1|1|0|\N|\N|\N|\N
42T104|1|1|1|0|\N|\N|\N|\N
42T105|1|1|1|0|\N|\N|\N|\N
42T106|1|1|1|0|\N|\N|\N|\N
42T107|1|1|1|0|\N|\N|\N|\N
42T108|1|1|1|0|\N|\N|\N|\N
42T109|1|1|1|0|\N|\N|\N|\N
42T110|1|1|1|0|\N|\N|\N|\N
42T111|1|1|1|0|\N|\N|\N|\N
42T112|1|1|1|0|\N|\N|\N|\N
42T113|1|1|1|0|\N|\N|\N|\N
42T114|2|2|2|0|\N|\N|\N|\N
42T115|2|2|2|0|\N|\N|\N|\N
42T116|2|2|2|0|\N|\N|\N|\N
42T117|2|2|2|0|\N|\N|\N|\N
42T118|1|2|2|1|\N|\N|\N|\N
42T119|2|2|2|0|\N|\N|\N|\N
42T120|2|4|4|1|\N|\N|\N|\N
42T121|2|6|6|1|\N|\N|\N|\N
42T122|2|2|2|0|\N|\N|\N|\N
42T123|1|1|1|0|\N|\N|\N|\N
42T124|1|1|1|0|\N|\N|\N|\N
42T125|1|1|1|0|\N|\N|\N|\N
42T126|1|1|1|0|\N|\N|\N|\N
42T127|1|1|1|0|\N|\N|\N|\N
42T128|1|1|1|0|\N|\N|\N|\N
42T129|1|1|1|0|\N|\N|\N|\N
42T130|1|1|1|0|\N|\N|\N|\N
42T131|1|1|1|0|\N|\N|\N|\N
42T132|2|2|2|0|\N|\N|\N|\N
42T133|2|2|2|0|\N|\N|\N|\N
42T134|2|2|2|0|\N|\N|\N|\N
42T135|2|2|2|0|\N|\N|\N|\N
42T136|1|2|2|1|\N|\N|\N|\N
42T137|1|2|2|1|\N|\N|\N|\N
42T138|1|1|1|0|\N|\N|\N|\N
42T139|1|1|1|0|\N|\N|\N|\N
42T140|1|1|1|0|\N|\N|\N|\N
42T141|1|1|1|0|\N|\N|\N|\N
42T142|1|1|1|0|\N|\N|\N|\N
42T143|1|1|1|0|\N|\N|\N|\N
42T144|1|1|1|0|\N|\N|\N|\N
42T145|1|2|2|1|\N|\N|\N|\N
42T146|1|6|6|1|\N|\N|\N|\N
42T147|1|6|6|1|\N|\N|\N|\N
42T148|1|6|6|1|\N|\N|\N|\N
42T149|1|2|2|1|\N|\N|\N|\N
42T150|1|2|2|1|\N|\N|\N|\N
42T151|1|2|2|1|\N|\N|\N|\N
42T152|1|2|2|1|\N|\N|\N|\N
42T153|1|2|2|1|\N|\N|\N|\N
42T154|1|2|2|1|\N|\N|\N|\N
42T155|1|2|2|1|\N|\N|\N|\N
42T156|1|1|1|0|\N|\N|\N|\N
42T157|1|1|1|0|\N|\N|\N|\N
42T158|1|1|1|0|\N|\N|\N|\N
42T159|1|1|1|0|\N|\N|\N|\N
42T160|1|1|1|0|\N|\N|\N|\N
42T161|1|1|1|0|\N|\N|\N|\N
42T162|1|1|1|0|\N|\N|\N|\N
42T163|1|1|1|0|\N|\N|\N|\N
42T164|2|2|2|0|\N|\N|\N|\N
42T165|2|2|2|0|\N|\N|\N|\N
42T166|1|1|1|0|\N|\N|\N|\N
42T167|1|1|1|0|\N|\N|\N|\N
42T168|1|1|1|0|\N|\N|\N|\N
42T169|1|1|1|0|\N|\N|\N|\N
42T170|1|1|1|0|\N|\N|\N|\N
42T171|1|1|1|0|\N|\N|\N|\N
42T172|1|1|1|0|\N|\N|\N|\N
42T173|1|1|1|0|\N|\N|\N|\N
42T174|1|1|1|0|\N|\N|\N|\N
42T175|1|1|1|0|\N|\N|\N|\N
42T176|1|1|1|0|\N|\N|\N|\N
42T177|1|1|1|0|\N|\N|\N|\N
42T178|1|1|1|0|\N|\N|\N|\N
42T179|1|1|1|0|\N|\N|\N|\N
42T180|1|1|1|0|\N|\N|\N|\N
42T181|1|1|1|0|\N|\N|\N|\N
42T182|1|1|1|0|\N|\N|\N|\N
42T183|2|2|2|0|\N|\N|\N|\N
42T184|1|1|1|0|\N|\N|\N|\N
42T185|1|1|1|0|\N|\N|\N|\N
42T186|1|1|1|0|\N|\N|\N|\N
42T187|1|1|1|0|\N|\N|\N|\N
42T188|1|1|1|0|\N|\N|\N|\N
42T189|1|1|1|0|\N|\N|\N|\N
42T190|1|1|1|0|\N|\N|\N|\N
42T191|1|1|1|0|\N|\N|\N|\N
42T192|1|1|1|0|\N|\N|\N|\N
42T193|1|1|1|0|\N|\N|\N|\N
42T194|1|1|1|0|\N|\N|\N|\N
42T195|1|1|1|0|\N|\N|\N|\N
42T196|1|1|1|0|\N|\N|\N|\N
42T197|1|1|1|0|\N|\N|\N|\N
42T198|1|1|1|0|\N|\N|\N|\N
42T199|3|3|3|0|\N|\N|\N|\N
42T200|1|1|1|0|\N|\N|\N|\N
42T201|1|1|1|0|\N|\N|\N|\N
42T202|1|1|1|0|\N|\N|\N|\N
42T203|1|1|1|0|\N|\N|\N|\N
42T204|1|1|1|0|\N|\N|\N|\N
42T205|1|1|1|0|\N|\N|\N|\N
42T206|1|1|1|0|\N|\N|\N|\N
42T207|1|1|1|0|\N|\N|\N|\N
42T208|1|1|1|0|\N|\N|\N|\N
42T209|1|1|1|0|\N|\N|\N|\N
42T210|1|1|1|0|\N|\N|\N|\N
42T211|1|1|1|0|\N|\N|\N|\N
42T212|1|1|1|0|\N|\N|\N|\N
42T213|1|1|1|0|\N|\N|\N|\N
42T214|2|2|2|0|\N|\N|\N|\N
42T215|2|2|2|0|\N|\N|\N|\N
42T216|2|2|2|0|\N|\N|\N|\N
42T217|2|2|2|0|\N|\N|\N|\N
42T218|1|1|1|0|\N|\N|\N|\N
42T219|1|1|1|0|\N|\N|\N|\N
42T220|1|1|1|0|\N|\N|\N|\N
42T221|1|1|1|0|\N|\N|\N|\N
42T222|1|1|1|0|\N|\N|\N|\N
42T223|1|1|1|0|\N|\N|\N|\N
42T224|1|1|1|0|\N|\N|\N|\N
42T225|1|1|1|0|\N|\N|\N|\N
42T226|2|2|2|0|\N|\N|\N|\N
42T227|2|2|2|0|\N|\N|\N|\N
42T228|1|2|1|2|\N|\N|\N|\N
42T229|1|1|1|0|\N|\N|\N|\N
42T230|1|2|2|1|\N|\N|\N|\N
42T231|1|2|2|1|\N|\N|\N|\N
42T232|1|1|1|0|\N|\N|\N|\N
42T233|1|1|1|0|\N|\N|\N|\N
42T234|2|2|2|0|\N|\N|\N|\N
42T235|2|2|2|0|\N|\N|\N|\N
42T236|2|2|2|0|\N|\N|\N|\N
42T237|2|4|4|1|\N|\N|\N|\N
42T238|2|4|4|1|\N|\N|\N|\N
42T239|2|4|4|1|\N|\N|\N|\N
42T240|1|6|6|1|\N|\N|\N|\N
42T241|2|6|6|1|\N|\N|\N|\N
42T242|2|6|6|1|\N|\N|\N|\N
42T243|2|6|6|1|\N|\N|\N|\N
42T244|1|2|2|1|\N|\N|\N|\N
42T245|2|2|2|0|\N|\N|\N|\N
42T246|2|2|2|0|\N|\N|\N|\N
42T247|2|2|2|0|\N|\N|\N|\N
42T248|2|2|2|0|\N|\N|\N|\N
42T249|2|2|2|0|\N|\N|\N|\N
42T250|2|2|2|0|\N|\N|\N|\N
42T251|1|2|1|2|\N|\N|\N|\N
42T252|2|2|2|0|\N|\N|\N|\N
42T253|2|2|2|0|\N|\N|\N|\N
42T254|1|2|2|1|\N|\N|\N|\N
42T255|2|2|2|0|\N|\N|\N|\N
42T256|1|1|1|0|\N|\N|\N|\N
42T257|1|1|1|0|\N|\N|\N|\N
42T258|1|1|1|0|\N|\N|\N|\N
42T259|1|1|1|0|\N|\N|\N|\N
42T260|1|1|1|0|\N|\N|\N|\N
42T261|1|1|1|0|\N|\N|\N|\N
42T262|1|1|1|0|\N|\N|\N|\N
42T263|1|1|1|0|\N|\N|\N|\N
42T264|1|1|1|0|\N|\N|\N|\N
42T265|1|1|1|0|\N|\N|\N|\N
42T266|1|3|3|1|\N|\N|\N|\N
42T267|1|2|2|1|\N|\N|\N|\N
42T268|1|6|6|1|\N|\N|\N|\N
42T269|1|1|1|0|\N|\N|\N|\N
42T270|1|1|1|0|\N|\N|\N|\N
42T271|1|1|1|0|\N|\N|\N|\N
42T272|1|1|1|0|\N|\N|\N|\N
42T273|1|1|1|0|\N|\N|\N|\N
42T274|1|2|2|1|\N|\N|\N|\N
42T275|1|2|2|1|\N|\N|\N|\N
42T276|1|6|6|1|\N|\N|\N|\N
42T277|1|6|6|1|\N|\N|\N|\N
42T278|1|6|6|1|\N|\N|\N|\N
42T279|1|6|6|1|\N|\N|\N|\N
42T280|1|1|1|0|\N|\N|\N|\N
42T281|1|1|1|0|\N|\N|\N|\N
42T282|1|2|2|1|\N|\N|\N|\N
42T283|1|2|2|1|\N|\N|\N|\N
42T284|1|1|1|0|\N|\N|\N|\N
42T285|1|1|1|0|\N|\N|\N|\N
42T286|1|1|1|0|\N|\N|\N|\N
42T287|1|1|1|0|\N|\N|\N|\N
42T288|1|1|1|0|\N|\N|\N|\N
42T289|2|2|2|0|\N|\N|\N|\N
42T290|1|1|1|0|\N|\N|\N|\N
42T291|1|1|1|0|\N|\N|\N|\N
42T292|2|2|2|0|\N|\N|\N|\N
42T293|1|1|1|0|\N|\N|\N|\N
42T294|1|1|1|0|\N|\N|\N|\N
42T295|2|2|2|0|\N|\N|\N|\N
42T296|1|1|1|0|\N|\N|\N|\N
42T297|1|1|1|0|\N|\N|\N|\N
42T298|1|1|1|0|\N|\N|\N|\N
42T299|1|1|1|0|\N|\N|\N|\N
42T300|1|2|2|1|\N|\N|\N|\N
42T301|1|2|2|1|\N|\N|\N|\N
42T302|1|2|2|1|\N|\N|\N|\N
42T303|1|2|2|1|\N|\N|\N|\N
42T304|1|2|2|1|\N|\N|\N|\N
42T305|1|2|2|1|\N|\N|\N|\N
42T306|1|1|1|0|\N|\N|\N|\N
42T307|1|1|1|0|\N|\N|\N|\N
42T308|1|1|1|0|\N|\N|\N|\N
42T309|1|1|1|0|\N|\N|\N|\N
42T310|1|1|1|0|\N|\N|\N|\N
42T311|1|1|1|0|\N|\N|\N|\N
42T312|3|3|3|0|\N|\N|\N|\N
42T313|3|3|3|0|\N|\N|\N|\N
42T314|1|1|1|0|\N|\N|\N|\N
42T315|1|1|1|0|\N|\N|\N|\N
42T316|1|1|1|0|\N|\N|\N|\N
42T317|1|1|1|0|\N|\N|\N|\N
42T318|1|1|1|0|\N|\N|\N|\N
42T319|1|1|1|0|\N|\N|\N|\N
42T320|3|3|3|0|\N|\N|\N|\N
42T321|3|3|3|0|\N|\N|\N|\N
42T322|1|1|1|0|\N|\N|\N|\N
42T323|1|1|1|0|\N|\N|\N|\N
42T324|1|1|1|0|\N|\N|\N|\N
42T325|3|3|3|0|\N|\N|\N|\N
42T326|3|3|3|0|\N|\N|\N|\N
42T327|1|1|1|0|\N|\N|\N|\N
42T328|1|1|1|0|\N|\N|\N|\N
42T329|1|1|1|0|\N|\N|\N|\N
42T330|1|1|1|0|\N|\N|\N|\N
42T331|1|1|1|0|\N|\N|\N|\N
42T332|1|1|1|0|\N|\N|\N|\N
42T333|1|1|1|0|\N|\N|\N|\N
42T334|1|1|1|0|\N|\N|\N|\N
42T335|1|1|1|0|\N|\N|\N|\N
42T336|1|1|1|0|\N|\N|\N|\N
42T337|1|1|1|0|\N|\N|\N|\N
42T338|1|1|1|0|\N|\N|\N|\N
42T339|1|1|1|0|\N|\N|\N|\N
42T340|1|1|1|0|\N|\N|\N|\N
42T341|2|2|2|0|\N|\N|\N|\N
42T342|1|1|1|0|\N|\N|\N|\N
42T343|1|1|1|0|\N|\N|\N|\N
42T344|1|1|1|0|\N|\N|\N|\N
42T345|2|2|2|0|\N|\N|\N|\N
42T346|2|2|2|0|\N|\N|\N|\N
42T347|2|2|2|0|\N|\N|\N|\N
42T348|2|2|2|0|\N|\N|\N|\N
42T349|2|2|2|0|\N|\N|\N|\N
42T350|1|1|1|0|\N|\N|\N|\N
42T351|1|2|2|1|\N|\N|\N|\N
42T352|1|1|1|0|\N|\N|\N|\N
42T353|1|1|1|0|\N|\N|\N|\N
42T354|1|1|1|0|\N|\N|\N|\N
42T355|1|1|1|0|\N|\N|\N|\N
42T356|1|1|1|0|\N|\N|\N|\N
42T357|1|1|1|0|\N|\N|\N|\N
42T358|1|1|1|0|\N|\N|\N|\N
42T359|1|1|1|0|\N|\N|\N|\N
42T360|1|1|1|0|\N|\N|\N|\N
42T361|1|1|1|0|\N|\N|\N|\N
42T362|1|1|1|0|\N|\N|\N|\N
