label|malle_b|malle_turkelli_b|malle_wang_b|malle_b_status|malle_b_prp|malle_turkelli_b_prp|malle_wang_b_prp|malle_b_status_prp
text|smallint|smallint|smallint|smallint|smallint|smallint|smallint|smallint

36T1|1|1|1|0|\N|\N|\N|\N
36T2|3|3|3|0|\N|\N|\N|\N
36T3|1|1|1|0|\N|\N|\N|\N
36T4|3|3|3|0|\N|\N|\N|\N
36T5|1|1|1|0|\N|\N|\N|\N
36T6|3|3|3|0|\N|\N|\N|\N
36T7|1|1|1|0|\N|\N|\N|\N
36T8|3|3|3|0|\N|\N|\N|\N
36T9|1|1|1|0|\N|\N|\N|\N
36T10|3|3|3|0|\N|\N|\N|\N
36T11|1|1|1|0|\N|\N|\N|\N
36T12|1|1|1|0|\N|\N|\N|\N
36T13|3|3|3|0|\N|\N|\N|\N
36T14|1|1|1|0|\N|\N|\N|\N
36T15|1|1|1|0|\N|\N|\N|\N
36T16|1|1|1|0|\N|\N|\N|\N
36T17|1|1|1|0|\N|\N|\N|\N
36T18|1|1|1|0|\N|\N|\N|\N
36T19|1|1|1|0|\N|\N|\N|\N
36T20|1|1|1|0|\N|\N|\N|\N
36T21|1|1|1|0|\N|\N|\N|\N
36T22|1|1|1|0|\N|\N|\N|\N
36T23|1|1|1|0|\N|\N|\N|\N
36T24|1|1|1|0|\N|\N|\N|\N
36T25|1|1|1|0|\N|\N|\N|\N
36T26|1|1|1|0|\N|\N|\N|\N
36T27|1|1|1|0|\N|\N|\N|\N
36T28|1|1|1|0|\N|\N|\N|\N
36T29|1|1|1|0|\N|\N|\N|\N
36T30|1|1|1|0|\N|\N|\N|\N
36T31|1|1|1|0|\N|\N|\N|\N
36T32|1|1|1|0|\N|\N|\N|\N
36T33|1|1|1|0|\N|\N|\N|\N
36T34|1|1|1|0|\N|\N|\N|\N
36T35|1|1|1|0|\N|\N|\N|\N
36T36|1|1|1|0|\N|\N|\N|\N
36T37|1|1|1|0|\N|\N|\N|\N
36T38|1|1|1|0|\N|\N|\N|\N
36T39|1|1|1|0|\N|\N|\N|\N
36T40|1|1|1|0|\N|\N|\N|\N
36T41|1|1|1|0|\N|\N|\N|\N
36T42|1|1|1|0|\N|\N|\N|\N
36T43|1|1|1|0|\N|\N|\N|\N
36T44|1|1|1|0|\N|\N|\N|\N
36T45|1|1|1|0|\N|\N|\N|\N
36T46|1|1|1|0|\N|\N|\N|\N
36T47|1|1|1|0|\N|\N|\N|\N
36T48|1|1|1|0|\N|\N|\N|\N
36T49|1|1|1|0|\N|\N|\N|\N
36T50|1|1|1|0|\N|\N|\N|\N
36T51|1|1|1|0|\N|\N|\N|\N
36T52|1|1|1|0|\N|\N|\N|\N
36T53|1|1|1|0|\N|\N|\N|\N
36T54|1|1|1|0|\N|\N|\N|\N
36T55|1|1|1|0|\N|\N|\N|\N
36T56|1|1|1|0|\N|\N|\N|\N
36T57|1|1|1|0|\N|\N|\N|\N
36T58|1|1|1|0|\N|\N|\N|\N
36T59|1|1|1|0|\N|\N|\N|\N
36T60|1|1|1|0|\N|\N|\N|\N
36T61|1|1|1|0|\N|\N|\N|\N
36T62|1|2|1|2|\N|\N|\N|\N
36T63|1|2|2|1|\N|\N|\N|\N
36T64|1|2|2|1|\N|\N|\N|\N
36T65|1|2|1|2|\N|\N|\N|\N
36T66|1|1|1|0|\N|\N|\N|\N
36T67|1|1|1|0|\N|\N|\N|\N
36T68|1|2|1|2|\N|\N|\N|\N
36T69|1|2|2|1|\N|\N|\N|\N
36T70|1|2|1|2|\N|\N|\N|\N
36T71|1|2|2|1|\N|\N|\N|\N
36T72|1|1|1|0|\N|\N|\N|\N
36T73|1|1|1|0|\N|\N|\N|\N
36T74|1|1|1|0|\N|\N|\N|\N
36T75|3|3|3|0|\N|\N|\N|\N
36T76|1|2|2|1|\N|\N|\N|\N
36T77|1|2|1|2|\N|\N|\N|\N
36T78|1|2|1|2|\N|\N|\N|\N
36T79|1|2|2|1|\N|\N|\N|\N
36T80|1|2|2|1|\N|\N|\N|\N
36T81|1|1|1|0|\N|\N|\N|\N
36T82|1|2|2|1|\N|\N|\N|\N
36T83|1|1|1|0|\N|\N|\N|\N
36T84|1|1|1|0|\N|\N|\N|\N
36T85|1|1|1|0|\N|\N|\N|\N
36T86|1|2|2|1|\N|\N|\N|\N
36T87|1|2|2|1|\N|\N|\N|\N
36T88|1|2|2|1|\N|\N|\N|\N
36T89|1|1|1|0|\N|\N|\N|\N
36T90|3|3|3|0|\N|\N|\N|\N
36T91|1|2|2|1|\N|\N|\N|\N
36T92|4|4|4|0|\N|\N|\N|\N
36T93|4|4|4|0|\N|\N|\N|\N
36T94|2|3|2|2|\N|\N|\N|\N
36T95|2|3|2|2|\N|\N|\N|\N
36T96|2|2|2|0|\N|\N|\N|\N
36T97|1|1|1|0|\N|\N|\N|\N
36T98|1|1|1|0|\N|\N|\N|\N
36T99|2|2|2|0|\N|\N|\N|\N
36T100|1|1|1|0|\N|\N|\N|\N
36T101|1|1|1|0|\N|\N|\N|\N
36T102|1|1|1|0|\N|\N|\N|\N
36T103|1|1|1|0|\N|\N|\N|\N
36T104|1|1|1|0|\N|\N|\N|\N
36T105|1|1|1|0|\N|\N|\N|\N
36T106|1|1|1|0|\N|\N|\N|\N
36T107|1|1|1|0|\N|\N|\N|\N
36T108|1|1|1|0|\N|\N|\N|\N
36T109|1|1|1|0|\N|\N|\N|\N
36T110|1|1|1|0|\N|\N|\N|\N
36T111|1|1|1|0|\N|\N|\N|\N
36T112|1|1|1|0|\N|\N|\N|\N
36T113|1|1|1|0|\N|\N|\N|\N
36T114|2|2|2|0|\N|\N|\N|\N
36T115|1|1|1|0|\N|\N|\N|\N
36T116|2|2|2|0|\N|\N|\N|\N
36T117|1|1|1|0|\N|\N|\N|\N
36T118|3|3|3|0|\N|\N|\N|\N
36T119|1|1|1|0|\N|\N|\N|\N
36T120|3|3|3|0|\N|\N|\N|\N
36T121|2|2|2|0|\N|\N|\N|\N
36T122|1|1|1|0|\N|\N|\N|\N
36T123|1|1|1|0|\N|\N|\N|\N
36T124|1|1|1|0|\N|\N|\N|\N
36T125|1|1|1|0|\N|\N|\N|\N
36T126|1|1|1|0|\N|\N|\N|\N
36T127|1|1|1|0|\N|\N|\N|\N
36T128|2|2|2|0|\N|\N|\N|\N
36T129|1|1|1|0|\N|\N|\N|\N
36T130|1|1|1|0|\N|\N|\N|\N
36T131|2|2|2|0|\N|\N|\N|\N
36T132|1|1|1|0|\N|\N|\N|\N
36T133|1|1|1|0|\N|\N|\N|\N
36T134|1|1|1|0|\N|\N|\N|\N
36T135|1|1|1|0|\N|\N|\N|\N
36T136|1|1|1|0|\N|\N|\N|\N
36T137|1|1|1|0|\N|\N|\N|\N
36T138|3|3|3|0|\N|\N|\N|\N
36T139|3|3|3|0|\N|\N|\N|\N
36T140|1|1|1|0|\N|\N|\N|\N
36T141|1|1|1|0|\N|\N|\N|\N
36T142|1|1|1|0|\N|\N|\N|\N
36T143|1|1|1|0|\N|\N|\N|\N
36T144|1|1|1|0|\N|\N|\N|\N
36T145|1|1|1|0|\N|\N|\N|\N
36T146|2|2|2|0|\N|\N|\N|\N
36T147|2|2|2|0|\N|\N|\N|\N
36T148|2|2|2|0|\N|\N|\N|\N
36T149|1|1|1|0|\N|\N|\N|\N
36T150|1|1|1|0|\N|\N|\N|\N
36T151|2|2|2|0|\N|\N|\N|\N
36T152|1|1|1|0|\N|\N|\N|\N
36T153|2|2|2|0|\N|\N|\N|\N
36T154|1|1|1|0|\N|\N|\N|\N
36T155|1|1|1|0|\N|\N|\N|\N
36T156|1|1|1|0|\N|\N|\N|\N
36T157|2|2|2|0|\N|\N|\N|\N
36T158|2|2|2|0|\N|\N|\N|\N
36T159|1|1|1|0|\N|\N|\N|\N
36T160|1|1|1|0|\N|\N|\N|\N
36T161|1|1|1|0|\N|\N|\N|\N
36T162|1|1|1|0|\N|\N|\N|\N
36T163|1|1|1|0|\N|\N|\N|\N
36T164|1|1|1|0|\N|\N|\N|\N
36T165|1|1|1|0|\N|\N|\N|\N
36T166|1|1|1|0|\N|\N|\N|\N
36T167|1|1|1|0|\N|\N|\N|\N
36T168|1|1|1|0|\N|\N|\N|\N
36T169|1|1|1|0|\N|\N|\N|\N
36T170|1|1|1|0|\N|\N|\N|\N
36T171|1|1|1|0|\N|\N|\N|\N
36T172|1|1|1|0|\N|\N|\N|\N
36T173|1|1|1|0|\N|\N|\N|\N
36T174|1|1|1|0|\N|\N|\N|\N
36T175|1|1|1|0|\N|\N|\N|\N
36T176|1|1|1|0|\N|\N|\N|\N
36T177|1|1|1|0|\N|\N|\N|\N
36T178|1|1|1|0|\N|\N|\N|\N
36T179|1|1|1|0|\N|\N|\N|\N
36T180|1|1|1|0|\N|\N|\N|\N
36T181|1|1|1|0|\N|\N|\N|\N
36T182|2|3|3|1|\N|\N|\N|\N
36T183|1|1|1|0|\N|\N|\N|\N
36T184|2|3|3|1|\N|\N|\N|\N
36T185|1|1|1|0|\N|\N|\N|\N
36T186|1|1|1|0|\N|\N|\N|\N
36T187|1|1|1|0|\N|\N|\N|\N
36T188|2|3|3|1|\N|\N|\N|\N
36T189|1|1|1|0|\N|\N|\N|\N
36T190|1|1|1|0|\N|\N|\N|\N
36T191|1|1|1|0|\N|\N|\N|\N
36T192|1|1|1|0|\N|\N|\N|\N
36T193|1|1|1|0|\N|\N|\N|\N
36T194|1|1|1|0|\N|\N|\N|\N
36T195|1|1|1|0|\N|\N|\N|\N
36T196|2|3|3|1|\N|\N|\N|\N
36T197|1|1|1|0|\N|\N|\N|\N
36T198|1|1|1|0|\N|\N|\N|\N
36T199|1|1|1|0|\N|\N|\N|\N
36T200|1|1|1|0|\N|\N|\N|\N
36T201|2|2|2|0|\N|\N|\N|\N
36T202|1|1|1|0|\N|\N|\N|\N
36T203|1|1|1|0|\N|\N|\N|\N
36T204|2|2|2|0|\N|\N|\N|\N
36T205|1|1|1|0|\N|\N|\N|\N
36T206|1|1|1|0|\N|\N|\N|\N
36T207|1|1|1|0|\N|\N|\N|\N
36T208|1|1|1|0|\N|\N|\N|\N
36T209|2|2|2|0|\N|\N|\N|\N
36T210|2|2|2|0|\N|\N|\N|\N
36T211|1|2|2|1|\N|\N|\N|\N
36T212|2|2|2|0|\N|\N|\N|\N
36T213|2|2|2|0|\N|\N|\N|\N
36T214|2|2|2|0|\N|\N|\N|\N
36T215|1|1|1|0|\N|\N|\N|\N
36T216|1|1|1|0|\N|\N|\N|\N
36T217|2|2|2|0|\N|\N|\N|\N
36T218|2|3|3|1|\N|\N|\N|\N
36T219|1|2|2|1|\N|\N|\N|\N
36T220|1|2|2|1|\N|\N|\N|\N
36T221|2|3|2|2|\N|\N|\N|\N
36T222|1|1|1|0|\N|\N|\N|\N
36T223|1|1|1|0|\N|\N|\N|\N
36T224|1|1|1|0|\N|\N|\N|\N
36T225|1|1|1|0|\N|\N|\N|\N
36T226|1|2|2|1|\N|\N|\N|\N
36T227|1|2|2|1|\N|\N|\N|\N
36T228|1|2|2|1|\N|\N|\N|\N
36T229|1|2|2|1|\N|\N|\N|\N
36T230|1|1|1|0|\N|\N|\N|\N
36T231|1|1|1|0|\N|\N|\N|\N
36T232|1|1|1|0|\N|\N|\N|\N
36T233|1|1|1|0|\N|\N|\N|\N
36T234|1|1|1|0|\N|\N|\N|\N
36T235|1|1|1|0|\N|\N|\N|\N
36T236|1|1|1|0|\N|\N|\N|\N
36T237|1|1|1|0|\N|\N|\N|\N
36T238|2|2|2|0|\N|\N|\N|\N
36T239|2|2|2|0|\N|\N|\N|\N
36T240|1|2|2|1|\N|\N|\N|\N
36T241|2|2|2|0|\N|\N|\N|\N
36T242|2|2|2|0|\N|\N|\N|\N
36T243|2|3|2|2|\N|\N|\N|\N
36T244|1|2|2|1|\N|\N|\N|\N
36T245|1|2|2|1|\N|\N|\N|\N
36T246|2|3|3|1|\N|\N|\N|\N
36T247|1|1|1|0|\N|\N|\N|\N
36T248|1|1|1|0|\N|\N|\N|\N
36T249|1|1|1|0|\N|\N|\N|\N
36T250|1|1|1|0|\N|\N|\N|\N
36T251|1|1|1|0|\N|\N|\N|\N
36T252|1|1|1|0|\N|\N|\N|\N
36T253|1|1|1|0|\N|\N|\N|\N
36T254|1|2|2|1|\N|\N|\N|\N
36T255|1|2|2|1|\N|\N|\N|\N
36T256|1|2|2|1|\N|\N|\N|\N
36T257|1|2|2|1|\N|\N|\N|\N
36T258|2|2|2|0|\N|\N|\N|\N
36T259|1|1|1|0|\N|\N|\N|\N
36T260|1|1|1|0|\N|\N|\N|\N
36T261|1|1|1|0|\N|\N|\N|\N
36T262|2|2|2|0|\N|\N|\N|\N
36T263|2|2|2|0|\N|\N|\N|\N
36T264|1|2|2|1|\N|\N|\N|\N
36T265|2|3|3|1|\N|\N|\N|\N
36T266|2|2|2|0|\N|\N|\N|\N
36T267|1|1|1|0|\N|\N|\N|\N
36T268|1|1|1|0|\N|\N|\N|\N
36T269|2|2|2|0|\N|\N|\N|\N
36T270|1|1|1|0|\N|\N|\N|\N
36T271|1|1|1|0|\N|\N|\N|\N
36T272|2|2|2|0|\N|\N|\N|\N
36T273|1|1|1|0|\N|\N|\N|\N
36T274|1|1|1|0|\N|\N|\N|\N
36T275|1|1|1|0|\N|\N|\N|\N
36T276|2|2|2|0|\N|\N|\N|\N
36T277|1|1|1|0|\N|\N|\N|\N
36T278|1|1|1|0|\N|\N|\N|\N
36T279|1|1|1|0|\N|\N|\N|\N
36T280|1|1|1|0|\N|\N|\N|\N
36T281|2|2|2|0|\N|\N|\N|\N
36T282|1|1|1|0|\N|\N|\N|\N
36T283|1|1|1|0|\N|\N|\N|\N
36T284|1|1|1|0|\N|\N|\N|\N
36T285|1|1|1|0|\N|\N|\N|\N
36T286|1|1|1|0|\N|\N|\N|\N
36T287|1|1|1|0|\N|\N|\N|\N
36T288|1|1|1|0|\N|\N|\N|\N
36T289|1|1|1|0|\N|\N|\N|\N
36T290|1|1|1|0|\N|\N|\N|\N
36T291|1|1|1|0|\N|\N|\N|\N
36T292|1|1|1|0|\N|\N|\N|\N
36T293|1|1|1|0|\N|\N|\N|\N
36T294|1|1|1|0|\N|\N|\N|\N
36T295|1|1|1|0|\N|\N|\N|\N
36T296|1|1|1|0|\N|\N|\N|\N
36T297|1|1|1|0|\N|\N|\N|\N
36T298|1|1|1|0|\N|\N|\N|\N
36T299|1|1|1|0|\N|\N|\N|\N
36T300|1|1|1|0|\N|\N|\N|\N
36T301|1|1|1|0|\N|\N|\N|\N
36T302|1|1|1|0|\N|\N|\N|\N
36T303|1|1|1|0|\N|\N|\N|\N
36T304|1|1|1|0|\N|\N|\N|\N
36T305|1|1|1|0|\N|\N|\N|\N
36T306|1|1|1|0|\N|\N|\N|\N
36T307|1|1|1|0|\N|\N|\N|\N
36T308|1|1|1|0|\N|\N|\N|\N
36T309|1|1|1|0|\N|\N|\N|\N
36T310|1|1|1|0|\N|\N|\N|\N
36T311|1|1|1|0|\N|\N|\N|\N
36T312|1|1|1|0|\N|\N|\N|\N
36T313|1|1|1|0|\N|\N|\N|\N
36T314|1|1|1|0|\N|\N|\N|\N
36T315|1|1|1|0|\N|\N|\N|\N
36T316|1|1|1|0|\N|\N|\N|\N
36T317|1|1|1|0|\N|\N|\N|\N
36T318|1|1|1|0|\N|\N|\N|\N
36T319|1|1|1|0|\N|\N|\N|\N
36T320|1|1|1|0|\N|\N|\N|\N
36T321|1|1|1|0|\N|\N|\N|\N
36T322|1|1|1|0|\N|\N|\N|\N
36T323|1|1|1|0|\N|\N|\N|\N
36T324|1|1|1|0|\N|\N|\N|\N
36T325|1|1|1|0|\N|\N|\N|\N
36T326|1|1|1|0|\N|\N|\N|\N
36T327|1|1|1|0|\N|\N|\N|\N
36T328|1|1|1|0|\N|\N|\N|\N
36T329|1|1|1|0|\N|\N|\N|\N
36T330|1|1|1|0|\N|\N|\N|\N
36T331|1|1|1|0|\N|\N|\N|\N
36T332|1|1|1|0|\N|\N|\N|\N
36T333|1|1|1|0|\N|\N|\N|\N
36T334|1|1|1|0|\N|\N|\N|\N
36T335|1|1|1|0|\N|\N|\N|\N
36T336|1|1|1|0|\N|\N|\N|\N
36T337|1|1|1|0|\N|\N|\N|\N
36T338|1|1|1|0|\N|\N|\N|\N
36T339|1|1|1|0|\N|\N|\N|\N
36T340|1|1|1|0|\N|\N|\N|\N
36T341|1|1|1|0|\N|\N|\N|\N
36T342|1|1|1|0|\N|\N|\N|\N
36T343|1|1|1|0|\N|\N|\N|\N
36T344|1|1|1|0|\N|\N|\N|\N
36T345|1|1|1|0|\N|\N|\N|\N
36T346|1|1|1|0|\N|\N|\N|\N
36T347|1|1|1|0|\N|\N|\N|\N
36T348|1|1|1|0|\N|\N|\N|\N
36T349|1|1|1|0|\N|\N|\N|\N
36T350|1|1|1|0|\N|\N|\N|\N
36T351|1|1|1|0|\N|\N|\N|\N
36T352|1|1|1|0|\N|\N|\N|\N
36T353|1|1|1|0|\N|\N|\N|\N
36T354|1|1|1|0|\N|\N|\N|\N
36T355|1|1|1|0|\N|\N|\N|\N
36T356|1|1|1|0|\N|\N|\N|\N
36T357|1|1|1|0|\N|\N|\N|\N
36T358|1|1|1|0|\N|\N|\N|\N
36T359|1|1|1|0|\N|\N|\N|\N
36T360|1|1|1|0|\N|\N|\N|\N
36T361|1|1|1|0|\N|\N|\N|\N
36T362|1|1|1|0|\N|\N|\N|\N
